product_id,product_name,category_id,category_name,price,user_id,rating,clicking
77,ban-cong-so,22,tu-ke-ban,"300,000",6,,0
78,goi-om,23,giuong-chan-nem,"30,000",6,,0
79,tu-bat-dua,24,dung-cu-nha-bep,"900,000",6,,0
80,xioami,7,dien-thoai,"4,000,000",6,5,24
81,laptop-lenovo,8,laptop,"14,000,000",6,3.75,11
82,asus10,9,may-tinh-ban,"13,000,000",6,4,16
83,gia-treo-dien-thoai,10,phu-kien,"50,000",6,,0
84,dong-ho-do-dien,11,linh-kien,"250,000",6,,0
85,vespa,12,xe-may,"38,000,000",6,,0
86,xe-dap-the-thao14,13,xe-dap,"2,900,000",6,,0
87,chan-vay,14,quan-ao,"170,000",6,,0
88,giay-cao-got,15,giay-dep,"500,000",6,,0
89,bom-no,16,phu-kien-thoi-trang,"30,000",6,,0
90,mai-mai,17,sach,"40,000",6,,0
91,one-piece,18,truyen,"15,000",6,3.25,8
92,tu-lanh-lg20,19,tu-lanh,"10,000,000",6,,0
93,dieu-hoa-inveter21,20,dieu-hoa,"8,000,000",6,,0
94,may-giat-ngang22,21,may-giat,"6,000,000",6,,0
95,tu-quan-ao,22,tu-ke-ban,"1,200,000",6,,0
96,chan-cong-so,23,giuong-chan-nem,"70,000",6,,0
97,noi-com-dien,24,dung-cu-nha-bep,"300,000",6,,0
98,iphone-7,7,dien-thoai,"8,000,000",6,2,4
99,macbook-a1,8,laptop,"41,000,000",6,2.75,8
100,msi28,9,may-tinh-ban,"18,000,000",6,,4
101,airpod4,10,phu-kien,"1,500,000",6,5,10
102,kim-da-nang,11,linh-kien,"120,000",6,,0
103,winner-x,12,xe-may,"52,000,000",6,,0
104,xe-dap-dia-hinh,13,xe-dap,"3,000,000",6,,0
105,ao-co-tau,14,quan-ao,"200,000",6,,0
106,giay-luoi,15,giay-dep,"350,000",6,,0
107,no-deo-nguc,16,phu-kien-thoi-trang,"100,000",6,,0
108,mot-ngay-moi,17,sach,"40,000",6,,0
109,nu-hoang-ai-cap,18,truyen,"12,000",6,,0
110,tu-lanh-samsung-160l,19,tu-lanh,"17,000,000",6,,0
111,dieu-hoa-samsung,20,dieu-hoa,"10,000,000",6,,0
112,may-giat-tren-lg,21,may-giat,"9,000,000",6,,0
113,tu-go-nho,22,tu-ke-ban,"400,000",6,,0
114,goi-om,23,giuong-chan-nem,"60,000",6,,0
115,lo-vi-song,24,dung-cu-nha-bep,"1,500,000",6,,0
116,nokia,7,dien-thoai,"3,000,000",6,,0
117,laptop-gaming-g7,8,laptop,"27,000,000",6,,0
118,asus,9,may-tinh-ban,"20,000,000",6,,0
119,tai-nghe-khong-day,10,phu-kien,"700,000",6,,0
120,bua,11,linh-kien,"90,000",6,,0
121,lead,12,xe-may,"50,000,000",6,,0
122,xe-dap-tre-em,13,xe-dap,"1,200,000",6,,0
123,ao-khoac-len,14,quan-ao,"300,000",6,1.5,5
124,dep-adidas,15,giay-dep,"100,000",6,,0
125,non-thoi-trang,16,phu-kien-thoi-trang,"175,000",6,,0
126,tat-den,17,sach,"80,000",6,,0
127,subasa,18,truyen,"16,000",6,,0
128,tu-lanh-mini,19,tu-lanh,"3,000,000",6,,0
129,dieu-hoa-quat-gio,20,dieu-hoa,"1,500,000",6,,0
130,may-giat-ngang-samsung,21,may-giat,"5,000,000",6,,0
131,ban-an,22,tu-ke-ban,"4,000,000",6,,0
132,giuong-cho-be,23,giuong-chan-nem,"600,000",6,,0
133,muoi-dua-thia,24,dung-cu-nha-bep,"250,000",6,,0
134,sony,7,dien-thoai,"7,000,000",6,,0
135,laptop-thinkpad,8,laptop,"21,000,000",6,,0
136,msi,9,may-tinh-ban,"18,000,000",6,,0
137,kinh-cuong-luc,10,phu-kien,"100,000",6,1.25,4
138,cua-go,11,linh-kien,"275,000",6,,0
139,vision,12,xe-may,"55,000,000",6,,0
140,xe-dap-the-thao,13,xe-dap,"3,000,000",6,,0
141,quan-bo-nam-nu,14,quan-ao,"250,000",6,2.5,8
142,giay-da-bong,15,giay-dep,"400,000",6,,0
143,mu-bao-hiem,16,phu-kien-thoi-trang,"200,000",6,,0
144,chi-pheo,17,sach,"40,000",6,,0
145,1000-ngay,18,truyen,"110,000",6,,0
146,tu-lanh-sony,19,tu-lanh,"10,000,000",6,,0
147,dieu-hoa-16000W,20,dieu-hoa,"7,000,000",6,,0
148,may-giat-tren,21,may-giat,"5,000,000",6,,0
149,ghe-go,22,tu-ke-ban,"180,000",6,,0
150,giuong-xep,23,giuong-chan-nem,"600,000",6,,0
151,vi-nuong,24,dung-cu-nha-bep,"30,000",6,,0
8,iphone-14,7,dien-thoai,"32,000,000",7,,0
9,laptop-dell-g3,8,laptop,"21,000,000",7,,0
10,asus10,9,may-tinh-ban,"15,000,000",7,,0
11,op-lung-ip11,10,phu-kien,"32,000",7,1.5,5
12,hop-tuavit12,11,linh-kien,"120,000",7,,0
13,sh-150i13,12,xe-may,"132,000,000",7,,0
14,xe-dap-the-thao14,13,xe-dap,"3,200,000",7,1.25,3
15,ao-thu-dong15,14,quan-ao,"250,000",7,2.5,9
16,adidas-nmd16,15,giay-dep,"3,000,000",7,3.5,13
17,tui-xach-lv17,16,phu-kien-thoi-trang,"300,000",7,5,22
18,so-do18,17,sach,"80,000",7,,0
19,doremon19,18,truyen,"12,000",7,,0
20,tu-lanh-lg20,19,tu-lanh,"8,000,000",7,,0
21,dieu-hoa-inveter21,20,dieu-hoa,"11,000,000",7,,0
22,may-giat-ngang22,21,may-giat,"6,000,000",7,,0
23,tu-go23,22,tu-ke-ban,"400,000",7,,0
24,chan-bong24,23,giuong-chan-nem,"600,000",7,,0
25,dao-thai25,24,dung-cu-nha-bep,"50,000",7,,0
26,iphone-13-pro-max26,7,dien-thoai,"28,000,000",7,,0
27,laptop-asus-27,8,laptop,"21,000,000",7,,0
28,msi28,9,may-tinh-ban,"18,000,000",7,,0
29,tai-nghe-ip29,10,phu-kien,"150,000",7,4.5,20
30,o-cam-4-lo30,11,linh-kien,"120,000",7,,0
31,wave-rsx31,12,xe-may,"22,000,000",7,,0
32,xe-dap-the-thao32,13,xe-dap,"3,000,000",7,1.5,4
33,quan-au33,14,quan-ao,"400,000",7,4.5,20
34,jordan-air34,15,giay-dep,"400,000",7,1.5,4
35,tui-deo-cheo36,16,phu-kien-thoi-trang,"100,000",7,1.5,4
36,mat-biec37,17,sach,"40,000",7,,0
37,conan38,18,truyen,"12,000",7,,0
38,tu-lanh-samsung39,19,tu-lanh,"10,000,000",7,,0
39,dieu-hoa-panasonic40,20,dieu-hoa,"7,000,000",7,,0
40,may-giat-tren41,21,may-giat,"5,000,000",7,,0
41,ban-trang-diem42,22,tu-ke-ban,"400,000",7,,0
42,goi-ngu43,23,giuong-chan-nem,"60,000",7,,0
43,keo-cat44,24,dung-cu-nha-bep,"30,000",7,,0
44,oppo-reno8,7,dien-thoai,"8,000,000",7,,0
45,laptop-gaming-msi,8,laptop,"25,000,000",7,,0
46,asus10,9,may-tinh-ban,"14,000,000",7,,0
47,sac-du-phong,10,phu-kien,"350,000",7,3.5,13
48,may-khoan,11,linh-kien,"1,200,000",7,,0
49,air-blade,12,xe-may,"42,000,000",7,,0
50,xe-dap-x,13,xe-dap,"6,000,000",7,2,7
51,quan-ao-tre-em,14,quan-ao,"150,000",7,3.75,14
52,dep-cao-su,15,giay-dep,"40,000",7,3,11
53,that-lung-da,16,phu-kien-thoi-trang,"200,000",7,2.5,9
54,co-gai-den-tu-hom-qua,17,sach,"30,000",7,,0
55,inuyasha,18,truyen,"17,000",7,,0
56,tu-lanh-2-canh,19,tu-lanh,"14,000,000",7,,0
57,dieu-hoa-quat,20,dieu-hoa,"2,000,000",7,,0
58,may-giat-ngang22,21,may-giat,"5,000,000",7,,0
59,ke-de-do,22,tu-ke-ban,"160,000",7,,0
60,nem-ga,23,giuong-chan-nem,"160,000",7,,0
61,bep-tu,24,dung-cu-nha-bep,"300,000",7,,0
62,vsmart,7,dien-thoai,"2,000,000",7,,0
63,laptop-acer,8,laptop,"16,000,000",7,,0
64,msi28,9,may-tinh-ban,"29,000,000",7,,0
65,op-lung-samsung,10,phu-kien,"30,000",7,5,22
66,oc-vit,11,linh-kien,"25,000",7,,0
67,wave-alpha,12,xe-may,"26,000,000",7,,0
68,xe-dap-the-thao32,13,xe-dap,"3,500,000",7,3,11
69,ao-somi-nam-nu,14,quan-ao,"250,000",7,4.5,20
70,dep-quai-hau,15,giay-dep,"250,000",7,3,11
71,mu-luoi-trai,16,phu-kien-thoi-trang,"80,000",7,2.5,9
72,di-de-tro-ve,17,sach,"40,000",7,,0
73,naruto,18,truyen,"19,000",7,,0
74,tu-lanh-samsung39,19,tu-lanh,"12,000,000",7,,0
75,dieu-hoa-casper,20,dieu-hoa,"6,000,000",7,,0
76,may-giat-tren41,21,may-giat,"7,000,000",7,,0
77,ban-cong-so,22,tu-ke-ban,"300,000",7,,0
78,goi-om,23,giuong-chan-nem,"30,000",7,,0
79,tu-bat-dua,24,dung-cu-nha-bep,"900,000",7,,0
80,xioami,7,dien-thoai,"4,000,000",7,,0
81,laptop-lenovo,8,laptop,"14,000,000",7,,0
82,asus10,9,may-tinh-ban,"13,000,000",7,,0
83,gia-treo-dien-thoai,10,phu-kien,"50,000",7,2.5,9
84,dong-ho-do-dien,11,linh-kien,"250,000",7,,0
85,vespa,12,xe-may,"38,000,000",7,,0
86,xe-dap-the-thao14,13,xe-dap,"2,900,000",7,3,11
87,chan-vay,14,quan-ao,"170,000",7,4.5,20
88,giay-cao-got,15,giay-dep,"500,000",7,3.5,13
89,bom-no,16,phu-kien-thoi-trang,"30,000",7,2.5,8
90,mai-mai,17,sach,"40,000",7,,0
91,one-piece,18,truyen,"15,000",7,,0
92,tu-lanh-lg20,19,tu-lanh,"10,000,000",7,,0
93,dieu-hoa-inveter21,20,dieu-hoa,"8,000,000",7,,0
94,may-giat-ngang22,21,may-giat,"6,000,000",7,,0
95,tu-quan-ao,22,tu-ke-ban,"1,200,000",7,,0
96,chan-cong-so,23,giuong-chan-nem,"70,000",7,,0
97,noi-com-dien,24,dung-cu-nha-bep,"300,000",7,,0
98,iphone-7,7,dien-thoai,"8,000,000",7,,0
99,macbook-a1,8,laptop,"41,000,000",7,,0
100,msi28,9,may-tinh-ban,"18,000,000",7,,0
101,airpod4,10,phu-kien,"1,500,000",7,1.25,3
102,kim-da-nang,11,linh-kien,"120,000",7,,0
103,winner-x,12,xe-may,"52,000,000",7,,0
104,xe-dap-dia-hinh,13,xe-dap,"3,000,000",7,3,10
105,ao-co-tau,14,quan-ao,"200,000",7,2.5,8
106,giay-luoi,15,giay-dep,"350,000",7,4,15
107,no-deo-nguc,16,phu-kien-thoi-trang,"100,000",7,2.5,8
108,mot-ngay-moi,17,sach,"40,000",7,,0
109,nu-hoang-ai-cap,18,truyen,"12,000",7,,0
110,tu-lanh-samsung-160l,19,tu-lanh,"17,000,000",7,,0
111,dieu-hoa-samsung,20,dieu-hoa,"10,000,000",7,,0
112,may-giat-tren-lg,21,may-giat,"9,000,000",7,,0
113,tu-go-nho,22,tu-ke-ban,"400,000",7,,0
114,goi-om,23,giuong-chan-nem,"60,000",7,,0
115,lo-vi-song,24,dung-cu-nha-bep,"1,500,000",7,,0
116,nokia,7,dien-thoai,"3,000,000",7,,0
117,laptop-gaming-g7,8,laptop,"27,000,000",7,,0
118,asus,9,may-tinh-ban,"20,000,000",7,,0
119,tai-nghe-khong-day,10,phu-kien,"700,000",7,3.5,13
120,bua,11,linh-kien,"90,000",7,,0
121,lead,12,xe-may,"50,000,000",7,,0
122,xe-dap-tre-em,13,xe-dap,"1,200,000",7,3,10
123,ao-khoac-len,14,quan-ao,"300,000",7,4,15
124,dep-adidas,15,giay-dep,"100,000",7,3.75,14
125,non-thoi-trang,16,phu-kien-thoi-trang,"175,000",7,2.5,9
126,tat-den,17,sach,"80,000",7,,0
127,subasa,18,truyen,"16,000",7,,0
128,tu-lanh-mini,19,tu-lanh,"3,000,000",7,,0
129,dieu-hoa-quat-gio,20,dieu-hoa,"1,500,000",7,,0
130,may-giat-ngang-samsung,21,may-giat,"5,000,000",7,,0
131,ban-an,22,tu-ke-ban,"4,000,000",7,,0
132,giuong-cho-be,23,giuong-chan-nem,"600,000",7,,0
133,muoi-dua-thia,24,dung-cu-nha-bep,"250,000",7,,0
134,sony,7,dien-thoai,"7,000,000",7,,0
135,laptop-thinkpad,8,laptop,"21,000,000",7,,0
136,msi,9,may-tinh-ban,"18,000,000",7,,0
137,kinh-cuong-luc,10,phu-kien,"100,000",7,4,16
138,cua-go,11,linh-kien,"275,000",7,,0
139,vision,12,xe-may,"55,000,000",7,,0
140,xe-dap-the-thao,13,xe-dap,"3,000,000",7,4,15
141,quan-bo-nam-nu,14,quan-ao,"250,000",7,1.5,5
142,giay-da-bong,15,giay-dep,"400,000",7,3,11
143,mu-bao-hiem,16,phu-kien-thoi-trang,"200,000",7,3.75,14
144,chi-pheo,17,sach,"40,000",7,,0
145,1000-ngay,18,truyen,"110,000",7,,0
146,tu-lanh-sony,19,tu-lanh,"10,000,000",7,,0
147,dieu-hoa-16000W,20,dieu-hoa,"7,000,000",7,,0
148,may-giat-tren,21,may-giat,"5,000,000",7,,0
149,ghe-go,22,tu-ke-ban,"180,000",7,,0
150,giuong-xep,23,giuong-chan-nem,"600,000",7,,0
151,vi-nuong,24,dung-cu-nha-bep,"30,000",7,,0
8,iphone-14,7,dien-thoai,"32,000,000",8,4,17
9,laptop-dell-g3,8,laptop,"21,000,000",8,4,17
10,asus10,9,may-tinh-ban,"15,000,000",8,,0
11,op-lung-ip11,10,phu-kien,"32,000",8,,0
12,hop-tuavit12,11,linh-kien,"120,000",8,4.5,21
13,sh-150i13,12,xe-may,"132,000,000",8,,0
14,xe-dap-the-thao14,13,xe-dap,"3,200,000",8,3,12
15,ao-thu-dong15,14,quan-ao,"250,000",8,,0
16,adidas-nmd16,15,giay-dep,"3,000,000",8,,0
17,tui-xach-lv17,16,phu-kien-thoi-trang,"300,000",8,,0
18,so-do18,17,sach,"80,000",8,1.5,5
19,doremon19,18,truyen,"12,000",8,,0
20,tu-lanh-lg20,19,tu-lanh,"8,000,000",8,,0
21,dieu-hoa-inveter21,20,dieu-hoa,"11,000,000",8,3.75,14
22,may-giat-ngang22,21,may-giat,"6,000,000",8,,0
23,tu-go23,22,tu-ke-ban,"400,000",8,4.75,22
24,chan-bong24,23,giuong-chan-nem,"600,000",8,,0
25,dao-thai25,24,dung-cu-nha-bep,"50,000",8,,0
26,iphone-13-pro-max26,7,dien-thoai,"28,000,000",8,4.5,20
27,laptop-asus-27,8,laptop,"21,000,000",8,3.5,13
28,msi28,9,may-tinh-ban,"18,000,000",8,,0
29,tai-nghe-ip29,10,phu-kien,"150,000",8,,0
30,o-cam-4-lo30,11,linh-kien,"120,000",8,4.75,22
31,wave-rsx31,12,xe-may,"22,000,000",8,,0
32,xe-dap-the-thao32,13,xe-dap,"3,000,000",8,3,10
33,quan-au33,14,quan-ao,"400,000",8,,0
34,jordan-air34,15,giay-dep,"400,000",8,,0
35,tui-deo-cheo36,16,phu-kien-thoi-trang,"100,000",8,,0
36,mat-biec37,17,sach,"40,000",8,3,11
37,conan38,18,truyen,"12,000",8,,0
38,tu-lanh-samsung39,19,tu-lanh,"10,000,000",8,,0
39,dieu-hoa-panasonic40,20,dieu-hoa,"7,000,000",8,1.5,5
40,may-giat-tren41,21,may-giat,"5,000,000",8,,0
41,ban-trang-diem42,22,tu-ke-ban,"400,000",8,4.5,19
42,goi-ngu43,23,giuong-chan-nem,"60,000",8,,0
43,keo-cat44,24,dung-cu-nha-bep,"30,000",8,,0
44,oppo-reno8,7,dien-thoai,"8,000,000",8,2.5,9
45,laptop-gaming-msi,8,laptop,"25,000,000",8,4.25,18
46,asus10,9,may-tinh-ban,"14,000,000",8,,0
47,sac-du-phong,10,phu-kien,"350,000",8,,0
48,may-khoan,11,linh-kien,"1,200,000",8,3,10
49,air-blade,12,xe-may,"42,000,000",8,,0
50,xe-dap-x,13,xe-dap,"6,000,000",8,4.5,20
51,quan-ao-tre-em,14,quan-ao,"150,000",8,,0
52,dep-cao-su,15,giay-dep,"40,000",8,,0
53,that-lung-da,16,phu-kien-thoi-trang,"200,000",8,,0
54,co-gai-den-tu-hom-qua,17,sach,"30,000",8,4.5,21
55,inuyasha,18,truyen,"17,000",8,,0
56,tu-lanh-2-canh,19,tu-lanh,"14,000,000",8,,0
57,dieu-hoa-quat,20,dieu-hoa,"2,000,000",8,2.5,8
58,may-giat-ngang22,21,may-giat,"5,000,000",8,,0
59,ke-de-do,22,tu-ke-ban,"160,000",8,3,11
60,nem-ga,23,giuong-chan-nem,"160,000",8,,0
61,bep-tu,24,dung-cu-nha-bep,"300,000",8,,0
62,vsmart,7,dien-thoai,"2,000,000",8,3,10
63,laptop-acer,8,laptop,"16,000,000",8,2.5,8
64,msi28,9,may-tinh-ban,"29,000,000",8,,0
65,op-lung-samsung,10,phu-kien,"30,000",8,,0
66,oc-vit,11,linh-kien,"25,000",8,2.5,8
67,wave-alpha,12,xe-may,"26,000,000",8,,0
68,xe-dap-the-thao32,13,xe-dap,"3,500,000",8,2,7
69,ao-somi-nam-nu,14,quan-ao,"250,000",8,,0
70,dep-quai-hau,15,giay-dep,"250,000",8,,0
71,mu-luoi-trai,16,phu-kien-thoi-trang,"80,000",8,,0
72,di-de-tro-ve,17,sach,"40,000",8,3.75,14
73,naruto,18,truyen,"19,000",8,,0
74,tu-lanh-samsung39,19,tu-lanh,"12,000,000",8,,0
75,dieu-hoa-casper,20,dieu-hoa,"6,000,000",8,2.5,9
76,may-giat-tren41,21,may-giat,"7,000,000",8,,0
77,ban-cong-so,22,tu-ke-ban,"300,000",8,4.5,21
78,goi-om,23,giuong-chan-nem,"30,000",8,,0
79,tu-bat-dua,24,dung-cu-nha-bep,"900,000",8,,0
80,xioami,7,dien-thoai,"4,000,000",8,4.5,19
81,laptop-lenovo,8,laptop,"14,000,000",8,4,15
82,asus10,9,may-tinh-ban,"13,000,000",8,,0
83,gia-treo-dien-thoai,10,phu-kien,"50,000",8,,0
84,dong-ho-do-dien,11,linh-kien,"250,000",8,4,15
85,vespa,12,xe-may,"38,000,000",8,,0
86,xe-dap-the-thao14,13,xe-dap,"2,900,000",8,4,16
87,chan-vay,14,quan-ao,"170,000",8,,0
88,giay-cao-got,15,giay-dep,"500,000",8,,0
89,bom-no,16,phu-kien-thoi-trang,"30,000",8,,0
90,mai-mai,17,sach,"40,000",8,2.5,9
91,one-piece,18,truyen,"15,000",8,,0
92,tu-lanh-lg20,19,tu-lanh,"10,000,000",8,,0
93,dieu-hoa-inveter21,20,dieu-hoa,"8,000,000",8,4.75,22
94,may-giat-ngang22,21,may-giat,"6,000,000",8,,0
95,tu-quan-ao,22,tu-ke-ban,"1,200,000",8,4.5,21
96,chan-cong-so,23,giuong-chan-nem,"70,000",8,,0
97,noi-com-dien,24,dung-cu-nha-bep,"300,000",8,,0
98,iphone-7,7,dien-thoai,"8,000,000",8,3,11
99,macbook-a1,8,laptop,"41,000,000",8,4,17
100,msi28,9,may-tinh-ban,"18,000,000",8,,0
101,airpod4,10,phu-kien,"1,500,000",8,,0
102,kim-da-nang,11,linh-kien,"120,000",8,3,10
103,winner-x,12,xe-may,"52,000,000",8,,0
104,xe-dap-dia-hinh,13,xe-dap,"3,000,000",8,2.5,8
105,ao-co-tau,14,quan-ao,"200,000",8,,0
106,giay-luoi,15,giay-dep,"350,000",8,,0
107,no-deo-nguc,16,phu-kien-thoi-trang,"100,000",8,,0
108,mot-ngay-moi,17,sach,"40,000",8,4.5,19
109,nu-hoang-ai-cap,18,truyen,"12,000",8,,0
110,tu-lanh-samsung-160l,19,tu-lanh,"17,000,000",8,,0
111,dieu-hoa-samsung,20,dieu-hoa,"10,000,000",8,3.75,14
112,may-giat-tren-lg,21,may-giat,"9,000,000",8,,0
113,tu-go-nho,22,tu-ke-ban,"400,000",8,3.75,14
114,goi-om,23,giuong-chan-nem,"60,000",8,,0
115,lo-vi-song,24,dung-cu-nha-bep,"1,500,000",8,,0
116,nokia,7,dien-thoai,"3,000,000",8,2.5,9
117,laptop-gaming-g7,8,laptop,"27,000,000",8,2.5,9
118,asus,9,may-tinh-ban,"20,000,000",8,,0
119,tai-nghe-khong-day,10,phu-kien,"700,000",8,,0
120,bua,11,linh-kien,"90,000",8,4.75,22
121,lead,12,xe-may,"50,000,000",8,,0
122,xe-dap-tre-em,13,xe-dap,"1,200,000",8,4.25,18
123,ao-khoac-len,14,quan-ao,"300,000",8,,0
124,dep-adidas,15,giay-dep,"100,000",8,,0
125,non-thoi-trang,16,phu-kien-thoi-trang,"175,000",8,,0
126,tat-den,17,sach,"80,000",8,4.75,23
127,subasa,18,truyen,"16,000",8,,0
128,tu-lanh-mini,19,tu-lanh,"3,000,000",8,,0
129,dieu-hoa-quat-gio,20,dieu-hoa,"1,500,000",8,5,24
130,may-giat-ngang-samsung,21,may-giat,"5,000,000",8,,0
131,ban-an,22,tu-ke-ban,"4,000,000",8,1.5,6
132,giuong-cho-be,23,giuong-chan-nem,"600,000",8,,0
133,muoi-dua-thia,24,dung-cu-nha-bep,"250,000",8,,0
134,sony,7,dien-thoai,"7,000,000",8,4.75,22
135,laptop-thinkpad,8,laptop,"21,000,000",8,3,10
136,msi,9,may-tinh-ban,"18,000,000",8,,0
137,kinh-cuong-luc,10,phu-kien,"100,000",8,,0
138,cua-go,11,linh-kien,"275,000",8,4,16
139,vision,12,xe-may,"55,000,000",8,,0
140,xe-dap-the-thao,13,xe-dap,"3,000,000",8,3.5,13
141,quan-bo-nam-nu,14,quan-ao,"250,000",8,,0
142,giay-da-bong,15,giay-dep,"400,000",8,,0
143,mu-bao-hiem,16,phu-kien-thoi-trang,"200,000",8,,0
144,chi-pheo,17,sach,"40,000",8,4.25,18
145,1000-ngay,18,truyen,"110,000",8,,0
146,tu-lanh-sony,19,tu-lanh,"10,000,000",8,,0
147,dieu-hoa-16000W,20,dieu-hoa,"7,000,000",8,4.5,21
148,may-giat-tren,21,may-giat,"5,000,000",8,,0
149,ghe-go,22,tu-ke-ban,"180,000",8,3,10
150,giuong-xep,23,giuong-chan-nem,"600,000",8,,0
151,vi-nuong,24,dung-cu-nha-bep,"30,000",8,,0
8,iphone-14,7,dien-thoai,"32,000,000",9,3,10
9,laptop-dell-g3,8,laptop,"21,000,000",9,4,16
10,asus10,9,may-tinh-ban,"15,000,000",9,4,16
11,op-lung-ip11,10,phu-kien,"32,000",9,,0
12,hop-tuavit12,11,linh-kien,"120,000",9,,0
13,sh-150i13,12,xe-may,"132,000,000",9,,0
14,xe-dap-the-thao14,13,xe-dap,"3,200,000",9,,0
15,ao-thu-dong15,14,quan-ao,"250,000",9,,0
16,adidas-nmd16,15,giay-dep,"3,000,000",9,,0
17,tui-xach-lv17,16,phu-kien-thoi-trang,"300,000",9,4.5,19
18,so-do18,17,sach,"80,000",9,,0
19,doremon19,18,truyen,"12,000",9,4,17
20,tu-lanh-lg20,19,tu-lanh,"8,000,000",9,,0
21,dieu-hoa-inveter21,20,dieu-hoa,"11,000,000",9,,0
22,may-giat-ngang22,21,may-giat,"6,000,000",9,,0
23,tu-go23,22,tu-ke-ban,"400,000",9,,0
24,chan-bong24,23,giuong-chan-nem,"600,000",9,,0
25,dao-thai25,24,dung-cu-nha-bep,"50,000",9,1.5,5
